,Word,Transcription,Clusters,No. Syllables(Vowels),No.Phonemes,Mean cluster length
304,"azad,",aː z aː d,/ːz/ːd,2,6,2
305,azad.,aː z aː d,/ːz/ːd,2,6,2
306,azadiya,aː z aː d ɪ j aː,/ːz/ːd/j/ː,4,10,1.5
307,azadiyê,aː z aː d ɪ j eː,/ːz/ːd/j/ː,4,10,1.5
308,azadî,aː z aː d iː,/ːz/ːd/ː,3,8,1.6666666666666667
309,"azadî,",aː z aː d iː,/ːz/ːd/ː,3,8,1.6666666666666667
310,azadî.,aː z aː d iː,/ːz/ːd/ː,3,8,1.6666666666666667
311,azib,aː z ɪ b,/ːz/b,2,5,1.5
312,azmûna,aː z m uː n aː,/ːzm/ːn/ː,3,9,2
313,azîneyeke,aː z iː n ɛ j ɛ k ɛ,/ːz/ːn/j/k/,5,11,1.5
314,aîdê,aː iː d eː,/ː/ːd/ː,3,7,1.3333333333333333
315,aş,aː ʃ,/ːʃ,1,3,2
316,aşbûna,aː ʃ b uː n aː,/ːʃb/ːn/ː,3,9,2
317,aşiqê,aː ʃ ɪ q eː,/ːʃ/q/ː,3,7,1.3333333333333333
318,aşitiya,aː ʃ ɪ t ɪ j aː,/ːʃ/t/j/ː,4,9,1.25
319,aşitiye,aː ʃ ɪ t ɪ j ɛ,/ːʃ/t/j/,4,8,1.3333333333333333
320,aşitî,aː ʃ ɪ t iː,/ːʃ/t/ː,3,7,1.3333333333333333
321,aşitîxwaz,aː ʃ ɪ t iː x w aː z,/ːʃ/t/ːxw/ːz,4,12,2
322,aşkerakirinê,aː ʃ k ɛ ɾ aː k ɪ ɾ ɪ n eː,/ːʃk/ɾ/ːk/ɾ/n/ː,6,15,1.5
323,aşkere,aː ʃ k ɛ ɾ ɛ,/ːʃk/ɾ/,3,7,2
